8.5	 8.5	   8.6	     8.6
8.5	 8.6	   8.6	     8.3
8.6	 8.6	   8.3	     7.9
8.6	 8.3	   7.9	     7.7
8.3	 7.9	   7.7	     7.7
7.9	 7.7	   7.7	     7.8
7.7	 7.7	   7.8	     7.9
7.7	 7.8	   7.9	     8.1
7.8	 7.9	   8.1	     8.3
7.9	 8.1	   8.3	     8.3
8.1	 8.3	   8.3	     8.2
8.3	 8.3	   8.2	     8.0
8.3	 8.2	   8.0	     7.9
8.2	 8.0	   7.9	     7.8
8.0	 7.9	   7.8	     7.8
7.9	 7.8	   7.8	     7.6
7.8	 7.8	   7.6	     7.4
7.8	 7.6	   7.4	     7.6
7.6	 7.4	   7.6	     8.0
7.4	 7.6	   8.0	     8.1
7.6	 8.0	   8.1	     8.2
8.0	 8.1	   8.2	     8.1
8.1	 8.2	   8.1	     8.1
8.2	 8.1	   8.1	     8.1
8.1	 8.1	   8.1	     8.3
8.1	 8.1	   8.3	     8.4
8.1	 8.3	   8.4	     8.6
8.3	 8.4	   8.6	     8.5
8.4	 8.6	   8.5	     8.5
8.6	 8.5	   8.5	     8.6
8.5	 8.5	   8.6	     9.2
8.5	 8.6	   9.2	     9.8
8.6	 9.2	   9.8	     9.8
9.2	 9.8	   9.8	     9.9
9.8	 9.8	   9.9	     9.6
9.8	 9.9	   9.6	     9.8
9.9	 9.6	   9.8	     9.4
9.6	 9.8	   9.4	     9.5
9.8	 9.4	   9.5	     9.5
9.4	 9.5	   9.5	     9.6
9.5	 9.5	   9.6	     10.3
9.5	 9.6	   10.3      10.6
9.6	 10.3	   10.6      10.6
10.3	 10.6	   10.6      10.5
10.6	 10.6	   10.5      10.6
10.6	 10.5	   10.6      10.6
10.5	 10.6	   10.6      10.3
10.6	 10.6	   10.3      10.3
10.6	 10.3	   10.3      10.2
10.3	 10.3	   10.2       9.7
10.3	 10.2	    9.7       9.4
10.2	  9.7	    9.4       8.8
 9.7	  9.4	    8.8       8.7
 9.4	  8.8	    8.7       8.6
 8.8	  8.7	    8.6       8.3
 8.7	  8.6	    8.3       8.2
 8.6	  8.3	    8.2       8.3
 8.3	  8.2	    8.3       8.3
 8.2	  8.3	    8.3       8.7
 8.3	  8.3	    8.7       8.7
 8.3	  8.7	    8.7       8.5
 8.7	  8.7	    8.5       8.2
 8.7	  8.5	    8.2       8.2
 8.5	  8.2	    8.2       8.0
 8.2	  8.2	    8.0       7.8
 8.2	  8.0	    7.8       7.7
 8.0	  7.8	    7.7       7.9
 7.8	  7.7	    7.9       8.1
 7.7	  7.9	    8.1       8.2
 7.9	  8.1	    8.2       8.2
 8.1	  8.2	    8.2       8.0
 8.2	  8.2	    8.0       7.9
 8.2	  8.0	    7.9       7.5
 8.0	  7.9	    7.5       7.3
 7.9	  7.5	    7.3       7.1
 7.5	  7.3	    7.1       6.9
 7.3	  7.1	    6.9       6.6
 7.1	  6.9	    6.6       6.6
 6.9	  6.6	    6.6       6.3
 6.6	  6.6	    6.3       6.3
 6.6	  6.3	    6.3       6.3
 6.3	  6.3	    6.3       6.0
 6.3	  6.3	    6.0       6.0
 6.3	  6.0	    6.0       5.9
 6.0	  6.0	    5.9       5.9
 6.0	  5.9	    5.9       5.9
 5.9	  5.9	    5.9       5.8
 5.9	  5.9	    5.8       5.7
 5.9	  5.8	    5.7       5.5
 5.8	  5.7	    5.5       5.4
 5.7	  5.5	    5.4       5.8
 5.5	  5.4	    5.8       6.0
 5.4	  5.8	    6.0       6.2
 5.8	  6.0	    6.2       6.5
 6.0	  6.2	    6.5       6.3
 6.2	  6.5	    6.3       6.3
 6.5	  6.3	    6.3       6.4
 6.3	  6.3	    6.4       6.5
 6.3	  6.4	    6.5       6.6
 6.4	  6.5	    6.6       6.8
 6.5	  6.6	    6.8       6.9
 6.6	  6.8	    6.9       7.1
 6.8	  6.9	    7.1       7.4
 6.9	  7.1	    7.4       7.9
 7.1	  7.4	    7.9       7.9
 7.4	  7.9	    7.9       7.6
 7.9	  7.9	    7.6       7.6
 7.9	  7.6	    7.6       7.7
 7.6	  7.6	    7.7       8.1
 7.6	  7.7	    8.1       7.9
 7.7	  8.1	    7.9       7.9
 8.1	  7.9	    7.9       8.2
 7.9	  7.9	    8.2       9.1
 7.9	  8.2	    9.1       9.5
 8.2	  9.1	    9.5       8.7
 9.1	  9.5	    8.7       8.2
 9.5	  8.7	    8.2       8.0
 8.7	  8.2	    8.0       7.8
 8.2	  8.0	    7.8       8.1
 8.0	  7.8	    8.1       8.4
 7.8	  8.1	    8.4       8.8
 8.1	  8.4	    8.8       8.8
 8.4	  8.8	    8.8       9.0
 8.8	  8.8	    9.0       9.6
 8.8	  9.0	    9.6      10.1
 9.0	  9.6	   10.1      10.0
 9.6	 10.1	   10.0      10.2
10.1	 10.0	   10.2      10.9
10.0	 10.2	   10.9      10.5
10.2	 10.9	   10.5      11.0
10.9	 10.5	   11.0      11.2
10.5	 11.0	   11.2      10.4
11.0	 11.2	   10.4      10.0
11.2	 10.4	   10.0       9.7
10.4	 10.0	    9.7       9.8
10.0	  9.7	    9.8       9.7
 9.7	  9.8	    9.7       9.5
 9.8	  9.7	    9.5       8.9
 9.7	  9.5	    8.9       8.7
 9.5	  8.9	    8.7       9.1
 8.9	  8.7	    9.1       9.3
 8.7	  9.1	    9.3       9.0
 9.1	  9.3	    9.0       8.7
 9.3	  9.0	    8.7       8.3
 9.0	  8.7	    8.3       8.2
 8.7	  8.3	    8.2       7.9
 8.3	  8.2	    7.9       0.0
 8.2	  7.9	    0.0       0.0
 7.9	  0.0	    0.0       0.0

  This file can be used in several ways:
    AR(1) : y(t)=column 2, y(t-1)=column 1, use lines 1 to 215
    AR(2) : y(t)=col.3, y(t-1)=col.2, y(t-2)=col.1, lines 1 to 214
    AR(3) : y(t)=col.4,.....,y(t-3)=col.1, lines 1 to 213
  In either case the model may or may not include a constant term.

